,订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,年份,月份,商品大类,商品小类
14693,D21392,2019-04-16,S15604,东区,浙江,衢州市,X048,423,61.0,25803.0,2019,4,护肤品,爽肤水
14694,D21222,2019-02-28,S11033,东区,浙江,金华市,X066,925,113.0,104525.0,2019,2,护肤品,隔离霜
14695,D25169,2019-05-08,S15361,南区,福建,泉州市,X046,480,241.0,115680.0,2019,5,护肤品,洁面乳
14696,D30077,2019-08-16,S14313,北区,河南,漯河市,X031,1632,86.0,140352.0,2019,8,护肤品,面霜
14697,D27525,2019-07-11,S19027,南区,广东,汕头市,X078,139,116.0,16124.0,2019,7,彩妆,口红
14698,D29963,2019-07-09,S10781,西区,甘肃,武威市,X027,538,164.0,88232.0,2019,7,护肤品,面霜
14699,D31519,2019-06-29,S22502,南区,福建,三明市,X022,1707,158.0,269706.0,2019,6,护肤品,眼霜
14700,D33058,2019-04-21,S20189,东区,浙江,杭州市,X038,1347,102.0,137394.0,2019,4,护肤品,面霜
14701,D26533,2019-06-09,S21396,北区,河北,石家庄市,X023,1782,235.0,418770.0,2019,6,护肤品,眼霜
14702,D26792,2019-09-13,S13825,南区,广东,广州市,X034,935,182.0,170170.0,2019,9,护肤品,面霜
14703,D32314,2019-02-08,S15036,东区,江苏,宿迁市,X055,958,222.0,212676.0,2019,2,护肤品,爽肤水
14704,D22854,2019-05-25,S16233,东区,上海,上海市,X080,489,72.0,35208.0,2019,5,彩妆,口红
14705,D31483,2019-08-01,S10786,南区,广东,清远市,X029,442,154.0,68068.0,2019,8,护肤品,面霜
14706,D28393,2019-07-22,S13157,西区,云南,德宏傣族景颇族自治州,X039,2135,108.0,230580.0,2019,7,护肤品,面霜
14707,D26686,2019-08-23,S17181,南区,江西,宜春市,X021,884,59.0,52156.0,2019,8,护肤品,眼霜
14708,D24636,2019-09-27,S16149,东区,浙江,温州市,X050,1266,143.0,181038.0,2019,9,护肤品,爽肤水
14709,D33385,2019-05-09,S16115,东区,安徽,安庆市,X005,1054,185.0,194990.0,2019,5,护肤品,面膜
14710,D25790,2019-05-07,S15535,东区,江苏,南京市,X008,758,119.0,90202.0,2019,5,护肤品,面膜
14711,D22704,2019-05-02,S19583,南区,福建,泉州市,X031,1361,86.0,117046.0,2019,5,护肤品,面霜
14712,D21998,2019-07-14,S10616,北区,山西,吕梁市,X029,413,154.0,63602.0,2019,7,护肤品,面霜
14713,D28051,2019-01-14,S20293,东区,江苏,南京市,X072,1324,62.0,82088.0,2019,1,护肤品,防晒霜
14714,D21118,2019-05-16,S10430,北区,河北,保定市,X008,1311,119.0,156009.0,2019,5,护肤品,面膜
14715,D27220,2019-09-19,S10359,北区,山东,济南市,X054,1401,83.0,116283.0,2019,9,护肤品,爽肤水
14716,D23152,2019-06-21,S17389,北区,辽宁,沈阳市,X035,2399,76.0,182324.0,2019,6,护肤品,面霜
14717,D27034,2019-09-04,S11743,北区,山西,晋中市,X089,578,104.0,60112.0,2019,9,彩妆,粉底
14718,D21542,2019-03-30,S17280,西区,重庆,重庆市,X001,1463,121.0,177023.0,2019,3,护肤品,面膜
14719,D33841,2019-02-17,S19406,西区,四川,广元市,X003,1031,168.0,173208.0,2019,2,护肤品,面膜
14720,D28135,2019-06-30,S17942,西区,四川,成都市,X080,1252,72.0,90144.0,2019,6,彩妆,口红
14721,D25396,2019-02-18,S13298,东区,安徽,安庆市,X038,1618,102.0,165036.0,2019,2,护肤品,面霜
14722,D31003,2019-03-23,S20038,东区,江苏,常州市,X048,194,61.0,11834.0,2019,3,护肤品,爽肤水
14723,D24298,2019-01-11,S20834,西区,新疆,伊犁哈萨克自治州,X091,1682,214.0,359948.0,2019,1,彩妆,粉底
14724,D24001,2019-06-15,S11051,东区,浙江,杭州市,X045,1556,205.0,318980.0,2019,6,护肤品,洁面乳
14725,D21184,2019-04-06,S16312,东区,浙江,台州市,X059,1522,56.0,85232.0,2019,4,护肤品,隔离霜
14726,D21468,2019-03-13,S10966,南区,湖南,长沙市,X064,19,150.0,2850.0,2019,3,护肤品,隔离霜
14727,D21632,2019-05-22,S20068,西区,四川,达州市,X061,819,203.0,166257.0,2019,5,护肤品,隔离霜
14728,D23427,2019-02-20,S11334,北区,吉林,四平市,X064,795,150.0,119250.0,2019,2,护肤品,隔离霜
14729,D31865,2019-07-06,S22693,西区,四川,德阳市,X011,949,226.0,214474.0,2019,7,护肤品,面膜
14730,D24788,2019-05-31,S13871,南区,湖南,邵阳市,X045,1567,205.0,321235.0,2019,5,护肤品,洁面乳
14731,D30080,2019-07-28,S13202,东区,上海,上海市,X017,1694,213.0,360822.0,2019,7,护肤品,眼霜
14732,D31191,2019-09-19,S19759,西区,贵州,黔东南州,X068,1030,225.0,231750.0,2019,9,护肤品,防晒霜
14733,D21678,2019-04-05,S19593,南区,广东,广州市,X035,1055,76.0,80180.0,2019,4,护肤品,面霜
14734,D29093,2019-05-30,S22955,南区,江西,萍乡市,X064,313,150.0,46950.0,2019,5,护肤品,隔离霜
14735,D27125,2019-09-08,S20997,西区,重庆,重庆市,X088,888,125.0,111000.0,2019,9,彩妆,粉底
14736,D28894,2019-04-30,S20141,南区,湖南,长沙市,X047,1348,192.0,258816.0,2019,4,护肤品,爽肤水
14737,D29897,2019-02-02,S18395,西区,陕西,西安市,X019,806,210.0,169260.0,2019,2,护肤品,眼霜
14738,D29804,2019-07-11,S22577,西区,四川,南充市,X018,1383,212.0,293196.0,2019,7,护肤品,眼霜
14739,D25323,2019-07-07,S11673,北区,河北,邯郸市,X011,371,226.0,83846.0,2019,7,护肤品,面膜
14740,D24618,2019-07-19,S17942,西区,四川,成都市,X076,1505,115.0,173075.0,2019,7,护肤品,防晒霜
14741,D30048,2019-07-14,S16804,西区,四川,资阳市,X080,875,72.0,63000.0,2019,7,彩妆,口红
14742,D27491,2019-09-19,S15251,东区,江苏,泰州市,X071,521,253.0,131813.0,2019,9,护肤品,防晒霜
14743,D24198,2019-07-30,S15251,东区,江苏,泰州市,X019,569,210.0,119490.0,2019,7,护肤品,眼霜
14744,D23242,2019-04-21,S12832,东区,江苏,无锡市,X061,1053,203.0,213759.0,2019,4,护肤品,隔离霜
14745,D29576,2019-08-27,S22173,北区,河北,廊坊市,X025,674,102.0,68748.0,2019,8,护肤品,眼霜
14746,D29264,2019-08-04,S20022,东区,浙江,温州市,X075,843,126.0,106218.0,2019,8,护肤品,防晒霜
14747,D30886,2019-08-15,S13498,北区,山东,枣庄市,X090,1101,197.0,216897.0,2019,8,彩妆,粉底
14748,D27491,2019-09-19,S15251,东区,江苏,泰州市,X025,1711,102.0,174522.0,2019,9,护肤品,眼霜
14749,D30885,2019-05-20,S13257,南区,福建,泉州市,X069,979,251.0,245729.0,2019,5,护肤品,防晒霜
14750,D27510,2019-03-03,S13676,东区,浙江,杭州市,X015,865,151.0,130615.0,2019,3,护肤品,面膜
14751,D21218,2019-05-28,S10016,西区,贵州,遵义市,X025,1147,102.0,116994.0,2019,5,护肤品,眼霜
14752,D24488,2019-08-06,S19657,北区,河北,邯郸市,X047,233,192.0,44736.0,2019,8,护肤品,爽肤水
14753,D28434,2019-03-03,S22502,南区,福建,三明市,X047,1775,192.0,340800.0,2019,3,护肤品,爽肤水
14754,D31404,2019-08-20,S12746,东区,浙江,金华市,X024,1104,235.0,259440.0,2019,8,护肤品,眼霜
14755,D32284,2019-02-13,S16843,东区,湖北,黄冈市,X010,1210,58.0,70180.0,2019,2,护肤品,面膜
14756,D21165,2019-03-18,S21763,南区,广东,珠海市,X077,369,247.0,91143.0,2019,3,彩妆,口红
14757,D21470,2019-07-27,S11622,东区,安徽,淮北市,X020,579,100.0,57900.0,2019,7,护肤品,眼霜
14758,D33327,2019-07-29,S15642,南区,湖南,长沙市,X045,1059,205.0,217095.0,2019,7,护肤品,洁面乳
14759,D22288,2019-06-22,S16510,南区,湖南,岳阳市,X059,767,56.0,42952.0,2019,6,护肤品,隔离霜
14760,D27593,2019-07-09,S17515,西区,陕西,西安市,X059,925,56.0,51800.0,2019,7,护肤品,隔离霜
14761,D23483,2019-07-21,S15591,南区,广东,佛山市,X016,750,99.0,74250.0,2019,7,护肤品,面膜
14762,D22962,2019-01-04,S14506,北区,河北,秦皇岛市,X089,269,104.0,27976.0,2019,1,彩妆,粉底
14763,D28589,2019-04-27,S21514,南区,广东,深圳市,X003,565,168.0,94920.0,2019,4,护肤品,面膜
14764,D21757,2019-03-21,S22423,西区,陕西,安康市,X040,1334,142.0,189428.0,2019,3,护肤品,面霜
14765,D26299,2019-01-06,S22326,南区,广东,惠州市,X101,895,173.0,154835.0,2019,1,彩妆,睫毛膏
14766,D27262,2019-03-24,S10419,南区,广东,佛山市,X092,403,67.0,27001.0,2019,3,彩妆,粉底
14767,D25190,2019-06-17,S15642,南区,湖南,长沙市,X052,867,102.0,88434.0,2019,6,护肤品,爽肤水
14768,D23159,2019-09-10,S19956,东区,浙江,绍兴市,X045,1942,205.0,398110.0,2019,9,护肤品,洁面乳
14769,D32639,2019-05-05,S15439,南区,福建,三明市,X049,1171,226.0,264646.0,2019,5,护肤品,爽肤水
14770,D28716,2019-05-28,S15632,南区,湖南,长沙市,X072,408,62.0,25296.0,2019,5,护肤品,防晒霜
14771,D23355,2019-08-17,S14783,东区,江苏,苏州市,X041,846,212.0,179352.0,2019,8,护肤品,洁面乳
14772,D27308,2019-06-05,S15283,东区,浙江,绍兴市,X026,1685,101.0,170185.0,2019,6,护肤品,面霜
14773,D30879,2019-05-21,S22773,东区,江苏,苏州市,X080,1564,72.0,112608.0,2019,5,彩妆,口红
14774,D33740,2019-07-30,S13070,东区,上海,上海市,X013,1190,164.0,195160.0,2019,7,护肤品,面膜
14775,D31087,2019-04-01,S20112,南区,广西,北海市,X007,138,213.0,29394.0,2019,4,护肤品,面膜
14776,D28789,2019-07-13,S16130,东区,江苏,南通市,X036,363,99.0,35937.0,2019,7,护肤品,面霜
14777,D32322,2019-04-06,S11708,南区,广东,汕头市,X009,377,92.0,34684.0,2019,4,护肤品,面膜
14778,D26855,2019-04-28,S11366,南区,江西,赣州市,X054,524,83.0,43492.0,2019,4,护肤品,爽肤水
14779,D33320,2019-06-19,S13166,北区,山东,威海市,X022,873,158.0,137934.0,2019,6,护肤品,眼霜
14780,D30454,2019-04-04,S20792,东区,安徽,蚌埠市,X024,673,235.0,158155.0,2019,4,护肤品,眼霜
14781,D27796,2019-05-22,S15010,南区,福建,漳州市,X008,1189,119.0,141491.0,2019,5,护肤品,面膜
14782,D32993,2019-01-12,S13312,西区,四川,南充市,X015,1835,151.0,277085.0,2019,1,护肤品,面膜
14783,D21601,2019-03-13,S22930,南区,湖南,长沙市,X047,948,192.0,182016.0,2019,3,护肤品,爽肤水
14784,D23227,2019-07-24,S15731,北区,吉林,吉林市,X004,521,211.0,109931.0,2019,7,护肤品,面膜
14785,D31255,2019-08-23,S13934,南区,福建,漳州市,X049,1987,226.0,449062.0,2019,8,护肤品,爽肤水
14786,D26271,2019-03-26,S14260,东区,上海,上海市,X061,708,203.0,143724.0,2019,3,护肤品,隔离霜
14787,D27373,2019-08-07,S14732,南区,广东,深圳市,X048,452,61.0,27572.0,2019,8,护肤品,爽肤水
14788,D30766,2019-08-03,S13244,东区,安徽,黄山市,X018,493,212.0,104516.0,2019,8,护肤品,眼霜
14789,D27535,2019-05-25,S14911,东区,江苏,泰州市,X027,1559,164.0,255676.0,2019,5,护肤品,面霜
14790,D31799,2019-07-25,S17946,南区,广东,清远市,X038,417,102.0,42534.0,2019,7,护肤品,面霜
14791,D21358,2019-03-31,S15515,东区,上海,上海市,X023,1037,235.0,243695.0,2019,3,护肤品,眼霜
14792,D28832,2019-01-25,S20797,北区,河北,廊坊市,X021,1108,59.0,65372.0,2019,1,护肤品,眼霜
14793,D30200,2019-07-12,S18730,南区,广东,东莞市,X061,508,203.0,103124.0,2019,7,护肤品,隔离霜
14794,D21801,2019-06-15,S18179,西区,重庆,重庆市,X069,1008,251.0,253008.0,2019,6,护肤品,防晒霜
14795,D22974,2019-06-27,S19533,东区,湖北,荆门市,X072,677,62.0,41974.0,2019,6,护肤品,防晒霜
14796,D24150,2019-08-12,S21838,南区,福建,泉州市,X025,2044,102.0,208488.0,2019,8,护肤品,眼霜
14797,D26116,2019-04-14,S18227,东区,江苏,南通市,X031,965,86.0,82990.0,2019,4,护肤品,面霜
14798,D29904,2019-02-22,S16292,北区,山西,运城市,X078,394,116.0,45704.0,2019,2,彩妆,口红
14799,D25782,2019-08-02,S17272,东区,江苏,扬州市,X045,814,205.0,166870.0,2019,8,护肤品,洁面乳
14800,D32294,2019-07-09,S23247,北区,河北,承德市,X038,1931,102.0,196962.0,2019,7,护肤品,面霜
14801,D30738,2019-03-23,S17292,东区,浙江,杭州市,X056,412,233.0,95996.0,2019,3,护肤品,爽肤水
14802,D27146,2019-05-27,S20992,西区,陕西,渭南市,X078,554,116.0,64264.0,2019,5,彩妆,口红
14803,D21968,2019-05-24,S21377,北区,山东,青岛市,X079,538,128.0,68864.0,2019,5,彩妆,口红
14804,D21503,2019-02-22,S13244,东区,安徽,黄山市,X050,936,143.0,133848.0,2019,2,护肤品,爽肤水
14805,D29052,2019-02-21,S14207,西区,四川,南充市,X078,827,116.0,95932.0,2019,2,彩妆,口红
14806,D26115,2019-09-08,S15631,南区,江西,南昌市,X090,998,197.0,196606.0,2019,9,彩妆,粉底
14807,D24076,2019-01-26,S21685,南区,广西,柳州市,X002,984,141.0,138744.0,2019,1,护肤品,面膜
14808,D22859,2019-06-18,S10136,南区,广东,东莞市,X036,1495,99.0,148005.0,2019,6,护肤品,面霜
14809,D23453,2019-03-21,S14743,东区,江苏,常州市,X018,783,212.0,165996.0,2019,3,护肤品,眼霜
14810,D29621,2019-07-17,S16318,南区,福建,福州市,X056,329,233.0,76657.0,2019,7,护肤品,爽肤水
14811,D30716,2019-04-11,S16637,东区,江苏,无锡市,X055,1056,222.0,234432.0,2019,4,护肤品,爽肤水
14812,D22255,2019-03-23,S22524,东区,江苏,淮安市,X075,1011,126.0,127386.0,2019,3,护肤品,防晒霜
14813,D22879,2019-02-12,S19170,西区,新疆,克拉玛依市,X061,821,203.0,166663.0,2019,2,护肤品,隔离霜
14814,D29161,2019-04-12,S23023,东区,上海,上海市,X049,839,226.0,189614.0,2019,4,护肤品,爽肤水
14815,D26115,2019-09-08,S15631,南区,江西,南昌市,X043,1128,186.0,209808.0,2019,9,护肤品,洁面乳
14816,D23623,2019-05-27,S21980,北区,河南,郑州市,X008,1107,119.0,131733.0,2019,5,护肤品,面膜
14817,D28804,2019-04-18,S16489,北区,河南,三门峡市,X031,866,86.0,74476.0,2019,4,护肤品,面霜
14818,D31838,2019-05-11,S22665,南区,江西,吉安市,X049,573,226.0,129498.0,2019,5,护肤品,爽肤水
14819,D31506,2019-06-23,S20644,东区,江苏,苏州市,X091,810,214.0,173340.0,2019,6,彩妆,粉底
14820,D23550,2019-04-10,S17985,北区,山东,淄博市,X014,443,86.0,38098.0,2019,4,护肤品,面膜
14821,D25930,2019-07-07,S21890,西区,四川,成都市,X019,831,210.0,174510.0,2019,7,护肤品,眼霜
14822,D24284,2019-06-11,S15535,东区,江苏,南京市,X055,942,222.0,209124.0,2019,6,护肤品,爽肤水
14823,D22247,2019-07-02,S22878,东区,浙江,金华市,X050,1090,143.0,155870.0,2019,7,护肤品,爽肤水
14824,D34203,2019-09-17,S10790,南区,湖南,郴州市,X030,734,237.0,173958.0,2019,9,护肤品,面霜
14825,D25834,2019-07-28,S19110,南区,广东,深圳市,X067,491,212.0,104092.0,2019,7,护肤品,隔离霜
14826,D31235,2019-04-10,S12804,北区,河北,沧州市,X023,520,235.0,122200.0,2019,4,护肤品,眼霜
14827,D31243,2019-04-15,S19238,东区,浙江,杭州市,X077,649,247.0,160303.0,2019,4,彩妆,口红
14828,D28074,2019-06-27,S19779,北区,辽宁,沈阳市,X022,1282,158.0,202556.0,2019,6,护肤品,眼霜
14829,D27613,2019-08-05,S18674,南区,广东,深圳市,X013,1132,164.0,185648.0,2019,8,护肤品,面膜
14830,D27171,2019-02-13,S15865,东区,湖北,孝感市,X002,1360,141.0,191760.0,2019,2,护肤品,面膜
14831,D27057,2019-01-19,S13498,北区,山东,枣庄市,X050,806,143.0,115258.0,2019,1,护肤品,爽肤水
14832,D32990,2019-09-29,S13083,北区,北京,北京市,X014,697,86.0,59942.0,2019,9,护肤品,面膜
14833,D24702,2019-03-05,S15155,西区,贵州,黔南州,X020,907,100.0,90700.0,2019,3,护肤品,眼霜
14834,D22313,2019-08-19,S20522,东区,上海,上海市,X091,863,214.0,184682.0,2019,8,彩妆,粉底
14835,D33429,2019-02-22,S14783,东区,江苏,苏州市,X007,1372,213.0,292236.0,2019,2,护肤品,面膜
14836,D31612,2019-01-19,S21396,北区,河北,石家庄市,X014,941,86.0,80926.0,2019,1,护肤品,面膜
14837,D24000,2019-04-29,S23249,北区,山东,烟台市,X029,387,154.0,59598.0,2019,4,护肤品,面霜
14838,D22927,2019-06-03,S21521,东区,上海,上海市,X074,488,87.0,42456.0,2019,6,护肤品,防晒霜
14839,D29102,2019-01-12,S10430,北区,河北,保定市,X018,1030,212.0,218360.0,2019,1,护肤品,眼霜
14840,D21264,2019-02-17,S18720,西区,贵州,贵阳市,X023,54,235.0,12690.0,2019,2,护肤品,眼霜
14841,D28991,2019-07-29,S21939,北区,山东,淄博市,X064,753,150.0,112950.0,2019,7,护肤品,隔离霜
14842,D21653,2019-08-31,S10596,北区,北京,北京市,X057,994,245.0,243530.0,2019,8,护肤品,爽肤水
14843,D29179,2019-03-02,S17973,西区,重庆,重庆市,X008,1907,119.0,226933.0,2019,3,护肤品,面膜
14844,D33407,2019-04-02,S16510,南区,湖南,岳阳市,X016,1148,99.0,113652.0,2019,4,护肤品,面膜
14845,D31088,2019-05-30,S22004,南区,福建,宁德市,X088,1209,125.0,151125.0,2019,5,彩妆,粉底
14846,D24740,2019-05-23,S21255,西区,四川,内江市,X029,977,154.0,150458.0,2019,5,护肤品,面霜
14847,D30679,2019-09-17,S15715,西区,四川,成都市,X055,706,222.0,156732.0,2019,9,护肤品,爽肤水
14848,D28479,2019-06-26,S17229,北区,山西,大同市,X015,977,151.0,147527.0,2019,6,护肤品,面膜
14849,D33571,2019-08-16,S22825,北区,北京,北京市,X072,1685,62.0,104470.0,2019,8,护肤品,防晒霜
14850,D28285,2019-06-16,S22268,北区,山东,东营市,X037,624,195.0,121680.0,2019,6,护肤品,面霜
14851,D22061,2019-06-23,S23144,东区,安徽,阜阳市,X020,1361,100.0,136100.0,2019,6,护肤品,眼霜
14852,D22434,2019-09-04,S21735,东区,江苏,南通市,X049,2094,226.0,473244.0,2019,9,护肤品,爽肤水
14853,D33116,2019-08-24,S14059,西区,重庆,重庆市,X017,1309,213.0,278817.0,2019,8,护肤品,眼霜
14854,D29453,2019-09-17,S15501,东区,安徽,亳州市,X054,254,83.0,21082.0,2019,9,护肤品,爽肤水
14855,D25124,2019-02-05,S13712,东区,上海,上海市,X037,738,195.0,143910.0,2019,2,护肤品,面霜
14856,D29025,2019-03-06,S22562,南区,广东,汕头市,X027,386,164.0,63304.0,2019,3,护肤品,面霜
14857,D24045,2019-08-02,S18164,北区,河南,南阳市,X072,771,62.0,47802.0,2019,8,护肤品,防晒霜
14858,D28441,2019-06-10,S18062,北区,北京,北京市,X014,812,86.0,69832.0,2019,6,护肤品,面膜
14859,D23453,2019-03-21,S14743,东区,江苏,常州市,X086,125,92.0,11500.0,2019,3,彩妆,口红
14860,D31418,2019-09-05,S17841,北区,北京,北京市,X004,960,211.0,202560.0,2019,9,护肤品,面膜
14861,D23352,2019-05-04,S15175,南区,江西,吉安市,X056,270,233.0,62910.0,2019,5,护肤品,爽肤水
14862,D24904,2019-04-05,S21278,西区,陕西,西安市,X009,1443,92.0,132756.0,2019,4,护肤品,面膜
14863,D30124,2019-06-28,S15066,西区,四川,南充市,X079,584,128.0,74752.0,2019,6,彩妆,口红
14864,D25405,2019-07-10,S14268,北区,河南,南阳市,X064,121,150.0,18150.0,2019,7,护肤品,隔离霜
14865,D24693,2019-07-09,S10961,南区,广东,深圳市,X016,1614,99.0,159786.0,2019,7,护肤品,面膜
14866,D24633,2019-09-15,S19170,西区,新疆,克拉玛依市,X056,883,233.0,205739.0,2019,9,护肤品,爽肤水
14867,D29334,2019-01-10,S16184,南区,广西,北海市,X033,676,177.0,119652.0,2019,1,护肤品,面霜
14868,D25459,2019-08-13,S11104,北区,辽宁,抚顺市,X011,1552,226.0,350752.0,2019,8,护肤品,面膜
14869,D27299,2019-09-05,S19514,北区,山西,长治市,X013,1191,164.0,195324.0,2019,9,护肤品,面膜
14870,D31057,2019-03-31,S22578,东区,江苏,苏州市,X029,1062,154.0,163548.0,2019,3,护肤品,面霜
14871,D28881,2019-08-16,S16639,北区,河南,郑州市,X079,916,128.0,117248.0,2019,8,彩妆,口红
14872,D27083,2019-01-29,S17133,东区,江苏,宿迁市,X057,1893,245.0,463785.0,2019,1,护肤品,爽肤水
14873,D33414,2019-05-27,S10253,南区,广东,广州市,X041,314,212.0,66568.0,2019,5,护肤品,洁面乳
14874,D30308,2019-05-26,S12103,东区,江苏,扬州市,X072,871,62.0,54002.0,2019,5,护肤品,防晒霜
14875,D27188,2019-08-01,S15320,南区,湖南,永州市,X064,1435,150.0,215250.0,2019,8,护肤品,隔离霜
14876,D28132,2019-05-07,S16365,南区,广东,湛江市,X055,390,222.0,86580.0,2019,5,护肤品,爽肤水
14877,D21351,2019-09-25,S21246,南区,广西,南宁市,X062,1786,239.0,426854.0,2019,9,护肤品,隔离霜
14878,D26501,2019-05-19,S21714,东区,安徽,宿州市,X064,1213,150.0,181950.0,2019,5,护肤品,隔离霜
14879,D24864,2019-07-24,S22399,南区,湖南,长沙市,X008,577,119.0,68663.0,2019,7,护肤品,面膜
14880,D30817,2019-01-08,S16286,东区,江苏,南通市,X025,1384,102.0,141168.0,2019,1,护肤品,眼霜
14881,D26052,2019-07-09,S15037,南区,福建,宁德市,X031,958,86.0,82388.0,2019,7,护肤品,面霜
14882,D23355,2019-08-17,S14783,东区,江苏,苏州市,X015,1455,151.0,219705.0,2019,8,护肤品,面膜
14883,D30290,2019-08-05,S15066,西区,四川,南充市,X069,1233,251.0,309483.0,2019,8,护肤品,防晒霜
14884,D21425,2019-08-28,S18132,西区,云南,西双版纳傣族自治州,X077,531,247.0,131157.0,2019,8,彩妆,口红
14885,D27549,2019-05-29,S10520,西区,云南,昆明市,X051,540,203.0,109620.0,2019,5,护肤品,爽肤水
14886,D24296,2019-04-28,S16157,北区,山东,烟台市,X034,999,182.0,181818.0,2019,4,护肤品,面霜
14887,D28208,2019-02-03,S11812,北区,天津,天津市,X036,1316,99.0,130284.0,2019,2,护肤品,面霜
14888,D31807,2019-04-13,S23247,北区,河北,承德市,X070,449,242.0,108658.0,2019,4,护肤品,防晒霜
14889,D22188,2019-06-28,S17255,西区,四川,成都市,X049,1584,226.0,357984.0,2019,6,护肤品,爽肤水
